ExBoServerSocketWith 50 iterations,,;
Requested clients, real clients, time;
10,10,3.4;
15,15,7.0;
20,20,378.3;
25,25,9.48;
30,30,12.166666666666666;
35,5,7.6;
40,0,no clients served;
